timestamp,,roll_input,pitch_input,measure_roll,measure_pitch
2047233,5048,0,0,3.200879613,-5.975489024
2047243,5058,0,0,3.179637062,-6.00788341
2047253,5068,0,0,3.201091519,-6.009101334
2047263,5078,0,0,3.244665584,-6.064741578
2047273,5088,0,0,3.194759658,-6.067117761
2047283,5098,0,0,3.130556786,-5.964802697
2047293,5108,0,0,3.164125315,-5.980102356
2047304,5119,0,0,3.194416491,-5.945332801
2047314,5129,0,0,3.182812424,-6.001874489
2047324,5139,0,0,3.141434517,-6.055779709
2047334,5149,0,0,3.138656114,-6.023364032
2047344,5159,0,0,3.195422853,-6.012793145
2047354,5169,0,0,3.224972708,-6.11767808
2047365,5180,0,0,3.211469888,-6.184568694
2047375,5190,0,0,3.160126595,-6.268122112
2047385,5200,0,0,3.158327252,-6.198709273
2047395,5210,0,0,3.15331442,-6.229448013
2047395,5210,0,0,3.15331442,-6.229448013
2047415,5230,0,0,3.12200357,-6.168338847
2047425,5240,0,0,3.249375172,-6.489770432
2047435,5250,0,0,3.147063238,-6.381446225
2047445,5260,0,0,3.150410286,-6.448420342
2047456,5271,0,0,3.15102294,-6.480711295
2047466,5281,0,0,3.152243396,-6.315239477
2047486,5301,0,0,3.156363289,-6.317427708
2047496,5311,0,0,3.205697268,-6.331658354
2047506,5321,0,0,3.188382133,-6.176194948
2047516,5331,0,0,3.195628085,-6.168855207
2047527,5342,0,0,3.239388305,-6.223904602
2047537,5352,0,0,3.235774527,-6.314342513
2047547,5362,0,0,3.254812655,-6.320532522
2047557,5372,0,0,3.209491373,-6.308478847
2047567,5382,0,0,3.213476491,-6.251017038
2047577,5392,0,0,3.21133455,-6.218847688
2047597,5412,0,0,3.174754511,-6.171711331
2047608,5423,0,0,3.13632278,-6.091754849
2047618,5433,0,0,3.192402146,-6.021061788
2047628,5443,0,0,3.161155906,-6.031474971
2047628,5443,0,0,3.161155906,-6.031474971
2047648,5463,0,0,3.185082135,-6.022631185
2047658,5473,0,0,3.274625694,-6.103947623
2047668,5483,0,0,3.204130473,-5.981329435
2047679,5494,0,0,3.229003806,-5.988905125
2047699,5514,0,0,3.194430793,-5.991396196
2047699,5514,0,0,3.194430793,-5.991396196
2047719,5534,0,0,3.255239059,-6.06270881
2047729,5544,0,0,3.185882144,-6.017229344
2047739,5554,0,0,3.174143,-6.116907072
2047750,5565,0,0,3.241984935,-6.162577088
2047750,5565,0,0,3.241984935,-6.162577088
2047770,5585,0,0,3.127698826,-6.159216187
2047780,5595,0,0,3.193448602,-6.215750395
2047780,5595,0,0,3.193448602,-6.215750395
2047800,5615,0,0,3.207143776,-6.182510112
2047810,5625,0,0,3.155139169,-6.152549772
2047820,5635,0,0,3.23730441,-6.165278733
2047831,5646,0,0,3.277502195,-6.154144909
2047841,5656,0,0,3.247459819,-6.164186086
2047861,5676,0,0,3.231959868,-6.150920062
2047861,5676,0,0,3.231959868,-6.150920062
2047881,5696,0,0,3.181294813,-6.13821219
2047891,5706,0,0,3.253093156,-6.379610556
2047902,5717,0,0,3.133412817,-6.239786879
2047912,5727,0,0,3.123614116,-6.21621032
2047922,5737,0,0,3.20017949,-6.226885518
2047932,5747,0,0,3.172000509,-6.231052604
2047942,5757,0,0,3.148664914,-6.273668297
2047952,5767,0,0,3.170221171,-6.21504149
2047962,5777,0,0,3.191770646,-6.173238523
2047972,5787,0,0,3.168078919,-6.043379455
2047983,5798,0,0,3.196664096,-6.132871425
2047993,5808,0,0,3.215952528,-6.138280189
2048003,5818,0,0,3.212210999,-6.132501468
2048013,5828,0,0,3.174349101,-6.068581273
2048023,5838,0,0,3.171280101,-6.003816003
2048033,5848,0,0,3.220563091,-6.018317082
2048043,5858,0,0,3.222292397,-6.067958992
2048064,5879,0,0,3.235758308,-6.147801269
2048074,5889,0,0,3.27522509,-6.181141954
2048084,5899,0,0,3.218898361,-6.153074184
2048094,5909,0,0,3.100276891,-6.093308317
2048094,5909,0,0,3.100276891,-6.093308317
2048114,5929,0,0,3.13205421,-6.076038333
2048125,5940,0,0,3.069123694,-6.306890157
2048135,5950,0,0,3.058809702,-6.170345507
2048145,5960,0,0,3.131233951,-6.256408569
2048155,5970,0,0,3.089706832,-6.153491409
